fips,county_population_16gr,2004-2020_dem_wins,name,State,Votes,Abbreviation,state_population,elec_vote_proportion
13111,21664,0,Fannin County,georgia,16,GA,10545138,0.032870504
13113,90004,0,Fayette County,georgia,16,GA,10545138,0.136561892
13115,77072,0,Floyd County,georgia,16,GA,10545138,0.116940338
13117,172373,0,Forsyth County,georgia,16,GA,10545138,0.261539299
13119,18460,0,Franklin County,georgia,16,GA,10545138,0.028009117
13121,831407,4,Fulton County,georgia,16,GA,10545138,1.26148297
13123,25188,0,Gilmer County,georgia,16,GA,10545138,0.038217423
13125,2436,0,Glascock County,georgia,16,GA,10545138,0.003696111
13127,67935,0,Glynn County,georgia,16,GA,10545138,0.103076887
13129,45071,0,Gordon County,georgia,16,GA,10545138,0.068385639
13131,19347,0,Grady County,georgia,16,GA,10545138,0.02935495
13133,14345,0,Greene County,georgia,16,GA,10545138,0.021765481
13135,696949,1,Gwinnett County,georgia,16,GA,10545138,1.057471604
13137,35919,0,Habersham County,georgia,16,GA,10545138,0.054499429
13139,153831,0,Hall County,georgia,16,GA,10545138,0.233405765
13141,7411,4,Hancock County,georgia,16,GA,10545138,0.011244613
13143,23026,0,Haralson County,georgia,16,GA,10545138,0.034937049
13145,27551,0,Harris County,georgia,16,GA,10545138,0.041802772
13147,20969,0,Hart County,georgia,16,GA,10545138,0.03181599
13149,9351,0,Heard County,georgia,16,GA,10545138,0.01418815
13151,175006,1,Henry County,georgia,16,GA,10545138,0.265534315
13153,118303,0,Houston County,georgia,16,GA,10545138,0.179499595
13155,7616,0,Irwin County,georgia,16,GA,10545138,0.011555657
13157,52409,0,Jackson County,georgia,16,GA,10545138,0.07951949
13159,10993,0,Jasper County,georgia,16,GA,10545138,0.016679535
13161,11444,0,Jeff Davis County,georgia,16,GA,10545138,0.017363832
13163,12342,4,Jefferson County,georgia,16,GA,10545138,0.018726355
13165,6985,0,Jenkins County,georgia,16,GA,10545138,0.010598249
13167,8062,0,Johnson County,georgia,16,GA,10545138,0.012232367
13169,22662,0,Jones County,georgia,16,GA,10545138,0.034384756
13171,15427,0,Lamar County,georgia,16,GA,10545138,0.023407185
13173,7998,0,Lanier County,georgia,16,GA,10545138,0.012135261
13175,36875,0,Laurens County,georgia,16,GA,10545138,0.055949955
13177,22572,0,Lee County,georgia,16,GA,10545138,0.0342482
13179,45639,4,Liberty County,georgia,16,GA,10545138,0.069247458
13181,6488,0,Lincoln County,georgia,16,GA,10545138,0.009844158
13183,13941,0,Long County,georgia,16,GA,10545138,0.021152497
13185,90511,0,Lowndes County,georgia,16,GA,10545138,0.137331157
13187,27218,0,Lumpkin County,georgia,16,GA,10545138,0.041297515
13189,16542,0,McDuffie County,georgia,16,GA,10545138,0.02509896
13191,12071,0,McIntosh County,georgia,16,GA,10545138,0.01831517
13193,11092,4,Macon County,georgia,16,GA,10545138,0.016829747
13195,23171,0,Madison County,georgia,16,GA,10545138,0.035157055
13197,6848,0,Marion County,georgia,16,GA,10545138,0.010390381
13199,17104,0,Meriwether County,georgia,16,GA,10545138,0.025951676
13201,4640,0,Miller County,georgia,16,GA,10545138,0.007040211
13205,17630,0,Mitchell County,georgia,16,GA,10545138,0.026749768
13207,22348,0,Monroe County,georgia,16,GA,10545138,0.033908328
13209,7471,0,Montgomery County,georgia,16,GA,10545138,0.011335651
13211,14722,0,Morgan County,georgia,16,GA,10545138,0.022337498
13213,30925,0,Murray County,georgia,16,GA,10545138,0.046922098
13215,152236,4,Muscogee County,georgia,16,GA,10545138,0.230985692
13217,82863,3,Newton County,georgia,16,GA,10545138,0.125726946
13219,29425,0,Oconee County,georgia,16,GA,10545138,0.044646168
13221,11935,0,Oglethorpe County,georgia,16,GA,10545138,0.018108819
13223,123036,0,Paulding County,georgia,16,GA,10545138,0.186680914
13225,22070,2,Peach County,georgia,16,GA,10545138,0.033486522
13227,25828,0,Pickens County,georgia,16,GA,10545138,0.039188487
13229,14990,0,Pierce County,georgia,16,GA,10545138,0.022744131
13231,14648,0,Pike County,georgia,16,GA,10545138,0.022225219
13233,32451,0,Polk County,georgia,16,GA,10545138,0.049237478
13235,9621,0,Pulaski County,georgia,16,GA,10545138,0.014597817
13237,17814,0,Putnam County,georgia,16,GA,10545138,0.027028949
13239,1871,3,Quitman County,georgia,16,GA,10545138,0.002838844
13241,14221,0,Rabun County,georgia,16,GA,10545138,0.021577337
13243,5278,4,Randolph County,georgia,16,GA,10545138,0.00800824
13245,160205,4,Richmond County,georgia,16,GA,10545138,0.243076952
13247,70128,3,Rockdale County,georgia,16,GA,10545138,0.106404297
13249,4184,0,Schley County,georgia,16,GA,10545138,0.006348328
13251,11309,0,Screven County,georgia,16,GA,10545138,0.017158998
13253,6831,0,Seminole County,georgia,16,GA,10545138,0.010364587
13255,51357,0,Spalding County,georgia,16,GA,10545138,0.077923305
13257,20850,0,Stephens County,georgia,16,GA,10545138,0.031635432
13259,5687,4,Stewart County,georgia,16,GA,10545138,0.008628811
13261,23796,3,Sumter County,georgia,16,GA,10545138,0.03610536
13263,5390,4,Talbot County,georgia,16,GA,10545138,0.008178177
13265,1410,4,Taliaferro County,georgia,16,GA,10545138,0.002139375
13267,20766,0,Tattnall County,georgia,16,GA,10545138,0.03150798
13269,6670,0,Taylor County,georgia,16,GA,10545138,0.010120304
13271,13608,0,Telfair County,georgia,16,GA,10545138,0.02064724
13273,7029,4,Terrell County,georgia,16,GA,10545138,0.01066501
13275,35127,0,Thomas County,georgia,16,GA,10545138,0.053297738
13277,31385,0,Tift County,georgia,16,GA,10545138,0.04762005
13279,20579,0,Toombs County,georgia,16,GA,10545138,0.031224248
13281,10383,0,Towns County,georgia,16,GA,10545138,0.01575399
13283,5489,0,Treutlen County,georgia,16,GA,10545138,0.008328388
13285,54269,0,Troup County,georgia,16,GA,10545138,0.082341644
13287,6218,0,Turner County,georgia,16,GA,10545138,0.00943449
13289,6824,3,Twiggs County,georgia,16,GA,10545138,0.010353966
13291,19885,0,Union County,georgia,16,GA,10545138,0.03017125
13293,20923,0,Upson County,georgia,16,GA,10545138,0.031746194
13295,55769,0,Walker County,georgia,16,GA,10545138,0.084617574
13297,71348,0,Walton County,georgia,16,GA,10545138,0.108255387
13299,28136,0,Ware County,georgia,16,GA,10545138,0.042690385
13301,4289,4,Warren County,georgia,16,GA,10545138,0.006507644
13303,16545,3,Washington County,georgia,16,GA,10545138,0.025103512
13305,23254,0,Wayne County,georgia,16,GA,10545138,0.03528299
13307,2044,1,Webster County,georgia,16,GA,10545138,0.003101334
13309,6844,0,Wheeler County,georgia,16,GA,10545138,0.010384312
13311,24567,0,White County,georgia,16,GA,10545138,0.037275188
13313,80366,0,Whitfield County,georgia,16,GA,10545138,0.121938281
13315,7293,0,Wilcox County,georgia,16,GA,10545138,0.011065574
13317,7989,0,Wilkes County,georgia,16,GA,10545138,0.012121605
13319,7153,0,Wilkinson County,georgia,16,GA,10545138,0.010853153
13321,16410,0,Worth County,georgia,16,GA,10545138,0.024898678
16001,360420,0,Ada County,idaho,4,ID,1753860,0.822004037
16003,3469,0,Adams County,idaho,4,ID,1753860,0.007911692
16005,65675,0,Bannock County,idaho,4,ID,1753860,0.149783905
16007,4625,0,Bear Lake County,idaho,4,ID,1753860,0.010548162
16009,7324,0,Benewah County,idaho,4,ID,1753860,0.016703728
16011,33201,0,Bingham County,idaho,4,ID,1753860,0.075720981
16013,18056,4,Blaine County,idaho,4,ID,1753860,0.041180026
16015,6355,0,Boise County,idaho,4,ID,1753860,0.014493745
16017,36036,0,Bonner County,idaho,4,ID,1753860,0.08218672
16019,82845,0,Bonneville County,idaho,4,ID,1753860,0.188943245
16021,9368,0,Boundary County,idaho,4,ID,1753860,0.021365445
16023,2034,0,Butte County,idaho,4,ID,1753860,0.004638911
16025,806,0,Camas County,idaho,4,ID,1753860,0.001838231
16027,161935,0,Canyon County,idaho,4,ID,1753860,0.369322523
16029,5174,0,Caribou County,idaho,4,ID,1753860,0.011800258
16031,16903,0,Cassia County,idaho,4,ID,1753860,0.038550397
16033,699,0,Clark County,idaho,4,ID,1753860,0.001594198
16035,7471,0,Clearwater County,idaho,4,ID,1753860,0.017038988
16037,3636,0,Custer County,idaho,4,ID,1753860,0.008292566
16039,20606,0,Elmore County,idaho,4,ID,1753860,0.046995769
16041,9622,0,Franklin County,idaho,4,ID,1753860,0.021944739
16043,10041,0,Fremont County,idaho,4,ID,1753860,0.022900346
16045,13849,0,Gem County,idaho,4,ID,1753860,0.031585189
16047,11428,0,Gooding County,idaho,4,ID,1753860,0.026063654
16049,13535,0,Idaho County,idaho,4,ID,1753860,0.030869055
16051,20087,0,Jefferson County,idaho,4,ID,1753860,0.045812094
16053,17080,0,Jerome County,idaho,4,ID,1753860,0.038954078
16055,125159,0,Kootenai County,idaho,4,ID,1753860,0.285448097
16057,32957,3,Latah County,idaho,4,ID,1753860,0.075164494
16059,6525,0,Lemhi County,idaho,4,ID,1753860,0.014881461
16061,3079,0,Lewis County,idaho,4,ID,1753860,0.007022225
16063,3962,0,Lincoln County,idaho,4,ID,1753860,0.009036069
16065,29606,0,Madison County,idaho,4,ID,1753860,0.067521923
16067,15482,0,Minidoka County,idaho,4,ID,1753860,0.035309546
16069,32614,0,Nez Perce County,idaho,4,ID,1753860,0.07438222
16071,3223,0,Oneida County,idaho,4,ID,1753860,0.007350644
16073,8942,0,Owyhee County,idaho,4,ID,1753860,0.020393874
16075,17604,0,Payette County,idaho,4,ID,1753860,0.040149157
16077,5574,0,Power County,idaho,4,ID,1753860,0.012712531
16079,10376,0,Shoshone County,idaho,4,ID,1753860,0.023664375
16081,8935,1,Teton County,idaho,4,ID,1753860,0.020377909
16083,63811,0,Twin Falls County,idaho,4,ID,1753860,0.145532711
16085,9083,0,Valley County,idaho,4,ID,1753860,0.02071545
16087,7920,0,Washington County,idaho,4,ID,1753860,0.018063015
17001,52847,0,Adams County,illinois,20,IL,12768320,0.082778314
17003,4949,3,Alexander County,illinois,20,IL,12768320,0.007751999
17005,13852,0,Bond County,illinois,20,IL,12768320,0.021697451
17007,41823,1,Boone County,illinois,20,IL,12768320,0.065510576
17009,5606,0,Brown County,illinois,20,IL,12768320,0.008781108
17011,26901,1,Bureau County,illinois,20,IL,12768320,0.042137102
17013,3946,2,Calhoun County,illinois,20,IL,12768320,0.006180923
17015,11954,2,Carroll County,illinois,20,IL,12768320,0.018724468
17017,9857,1,Cass County,illinois,20,IL,12768320,0.015439776
17019,174813,4,Champaign County,illinois,20,IL,12768320,0.273823024
17021,26863,0,Christian County,illinois,20,IL,12768320,0.04207758
17023,12480,0,Clark County,illinois,20,IL,12768320,0.019548382
17025,10606,0,Clay County,illinois,20,IL,12768320,0.016612992
17027,30640,0,Clinton County,illinois,20,IL,12768320,0.047993785
17029,43136,1,Coles County,illinois,20,IL,12768320,0.067567229
17031,4180927,4,Cook County,illinois,20,IL,12768320,6.548906982
17033,15629,0,Crawford County,illinois,20,IL,12768320,0.024480903
17035,8602,0,Cumberland County,illinois,20,IL,12768320,0.013473973
17037,84288,3,DeKalb County,illinois,20,IL,12768320,0.132026766
17039,12954,0,De Witt County,illinois,20,IL,12768320,0.020290845
17041,15272,0,Douglas County,illinois,20,IL,12768320,0.023921706
17043,742131,3,DuPage County,illinois,20,IL,12768320,1.162456768
17045,14386,0,Edgar County,illinois,20,IL,12768320,0.022533896
17047,5198,0,Edwards County,illinois,20,IL,12768320,0.008142027
17049,26897,0,Effingham County,illinois,20,IL,12768320,0.042130836
17051,17630,0,Fayette County,illinois,20,IL,12768320,0.027615223
17053,10635,0,Ford County,illinois,20,IL,12768320,0.016658417
17055,31232,0,Franklin County,illinois,20,IL,12768320,0.04892108
17057,29028,3,Fulton County,illinois,20,IL,12768320,0.045468785
17059,4142,1,Gallatin County,illinois,20,IL,12768320,0.006487933
17061,10831,0,Greene County,illinois,20,IL,12768320,0.016965427
17063,39274,1,Grundy County,illinois,20,IL,12768320,0.061517882
17065,6595,0,Hamilton County,illinois,20,IL,12768320,0.010330255
17067,14642,0,Hancock County,illinois,20,IL,12768320,0.022934889
17069,3352,0,Hardin County,illinois,20,IL,12768320,0.005250495
17071,5703,3,Henderson County,illinois,20,IL,12768320,0.008933047
17073,39609,2,Henry County,illinois,20,IL,12768320,0.062042618
17075,22491,0,Iroquois County,illinois,20,IL,12768320,0.03522938
17077,48573,4,Jackson County,illinois,20,IL,12768320,0.076083619
17079,7621,0,Jasper County,illinois,20,IL,12768320,0.011937357
17081,30393,0,Jefferson County,illinois,20,IL,12768320,0.04760689
17083,18017,0,Jersey County,illinois,20,IL,12768320,0.02822141
17085,18003,2,Jo Daviess County,illinois,20,IL,12768320,0.028199481
17087,10554,0,Johnson County,illinois,20,IL,12768320,0.016531541
17089,410629,3,Kane County,illinois,20,IL,12768320,0.643199732
17091,88183,1,Kankakee County,illinois,20,IL,12768320,0.138127804
17093,93677,1,Kendall County,illinois,20,IL,12768320,0.146733478
17095,41667,3,Knox County,illinois,20,IL,12768320,0.065266221
17097,551803,3,Lake County,illinois,20,IL,12768320,0.864331408
17099,89118,1,LaSalle County,illinois,20,IL,12768320,0.139592366
17101,13396,0,Lawrence County,illinois,20,IL,12768320,0.020983183
17103,28404,0,Lee County,illinois,20,IL,12768320,0.044491366
17105,29369,0,Livingston County,illinois,20,IL,12768320,0.04600292
17107,24117,0,Logan County,illinois,20,IL,12768320,0.037776309
17109,25802,1,McDonough County,illinois,20,IL,12768320,0.040415654
17111,243951,1,McHenry County,illinois,20,IL,12768320,0.382119182
17113,139526,1,McLean County,illinois,20,IL,12768320,0.218550287
17115,84466,1,Macon County,illinois,20,IL,12768320,0.132305581
17117,37018,1,Macoupin County,illinois,20,IL,12768320,0.057984136
17119,213253,2,Madison County,illinois,20,IL,12768320,0.334034548
17121,29919,0,Marion County,illinois,20,IL,12768320,0.046864427
17123,9620,0,Marshall County,illinois,20,IL,12768320,0.015068545
17125,11143,1,Mason County,illinois,20,IL,12768320,0.017454136
17127,11427,0,Massac County,illinois,20,IL,12768320,0.017898987
17129,9945,0,Menard County,illinois,20,IL,12768320,0.015577617
17131,12649,3,Mercer County,illinois,20,IL,12768320,0.0198131
17133,27478,0,Monroe County,illinois,20,IL,12768320,0.043040901
17135,23779,1,Montgomery County,illinois,20,IL,12768320,0.037246874
17137,28579,0,Morgan County,illinois,20,IL,12768320,0.044765482
17139,11447,0,Moultrie County,illinois,20,IL,12768320,0.017930315
17141,40885,0,Ogle County,illinois,20,IL,12768320,0.064041315
17143,143789,4,Peoria County,illinois,20,IL,12768320,0.225227751
17145,17699,0,Perry County,illinois,20,IL,12768320,0.027723303
17147,13180,0,Piatt County,illinois,20,IL,12768320,0.020644846
17149,12506,0,Pike County,illinois,20,IL,12768320,0.019589108
17151,3600,0,Pope County,illinois,20,IL,12768320,0.005638956
17153,4462,1,Pulaski County,illinois,20,IL,12768320,0.006989173
17155,4765,3,Putnam County,illinois,20,IL,12768320,0.007463785
17157,26785,0,Randolph County,illinois,20,IL,12768320,0.041955402
17159,12487,0,Richland County,illinois,20,IL,12768320,0.019559347
17161,115296,4,Rock Island County,illinois,20,IL,12768320,0.180596978
17163,207563,4,St. Clair County,illinois,20,IL,12768320,0.325121864
17165,19422,0,Saline County,illinois,20,IL,12768320,0.03042217
17167,157837,1,Sangamon County,illinois,20,IL,12768320,0.247232212
17169,5821,1,Schuyler County,illinois,20,IL,12768320,0.009117879
17171,4053,0,Scott County,illinois,20,IL,12768320,0.006348525
17173,17679,0,Shelby County,illinois,20,IL,12768320,0.027691975
17175,4425,0,Stark County,illinois,20,IL,12768320,0.006931217
17177,36461,1,Stephenson County,illinois,20,IL,12768320,0.057111664
17179,106048,0,Tazewell County,illinois,20,IL,12768320,0.166111125
17181,13805,0,Union County,illinois,20,IL,12768320,0.021623831
17183,61185,1,Vermilion County,illinois,20,IL,12768320,0.095838763
17185,9263,0,Wabash County,illinois,20,IL,12768320,0.014509348
17187,13854,2,Warren County,illinois,20,IL,12768320,0.021700584
17189,11371,0,Washington County,illinois,20,IL,12768320,0.01781127
17191,13058,0,Wayne County,illinois,20,IL,12768320,0.020453748
17193,11178,0,White County,illinois,20,IL,12768320,0.01750896
17195,45125,3,Whiteside County,illinois,20,IL,12768320,0.070682752
17197,536772,3,Will County,illinois,20,IL,12768320,0.840787198
17199,53970,0,Williamson County,illinois,20,IL,12768320,0.084537355
17201,225460,3,Winnebago County,illinois,20,IL,12768320,0.353155309
17203,30447,0,Woodford County,illinois,20,IL,12768320,0.047691474
18001,25288,0,Adams County,indiana,11,IN,6699629,0.041519911
18003,287100,0,Allen County,indiana,11,IN,6699629,0.471384311
18005,65087,0,Bartholomew County,indiana,11,IN,6699629,0.106865171
18007,6797,0,Benton County,indiana,11,IN,6699629,0.011159872
18009,9717,0,Blackford County,indiana,11,IN,6699629,0.015954167
18011,50141,0,Boone County,indiana,11,IN,6699629,0.082325603
18013,12828,0,Brown County,indiana,11,IN,6699629,0.021062062
18015,16210,0,Carroll County,indiana,11,IN,6699629,0.026614907
18017,30214,0,Cass County,indiana,11,IN,6699629,0.049607822
18019,93012,0,Clark County,indiana,11,IN,6699629,0.152714725
18021,20802,0,Clay County,indiana,11,IN,6699629,0.034154429
18023,24681,0,Clinton County,indiana,11,IN,6699629,0.040523289
18025,8398,0,Crawford County,indiana,11,IN,6699629,0.013788525
18027,24479,0,Daviess County,indiana,11,IN,6699629,0.040191629
18029,39585,0,Dearborn County,indiana,11,IN,6699629,0.064993897
18031,20941,0,Decatur County,indiana,11,IN,6699629,0.03438265
18033,33693,0,DeKalb County,indiana,11,IN,6699629,0.055319929
18035,96541,2,Delaware County,indiana,11,IN,6699629,0.158508926
18037,33124,0,Dubois County,indiana,11,IN,6699629,0.054385698
18039,154257,0,Elkhart County,indiana,11,IN,6699629,0.253271786
18041,18755,0,Fayette County,indiana,11,IN,6699629,0.030793496
18043,61705,0,Floyd County,indiana,11,IN,6699629,0.101312326
18045,13233,0,Fountain County,indiana,11,IN,6699629,0.021727024
18047,18054,0,Franklin County,indiana,11,IN,6699629,0.029642537
18049,15837,0,Fulton County,indiana,11,IN,6699629,0.026002485
18051,26767,0,Gibson County,indiana,11,IN,6699629,0.043948254
18053,54276,0,Grant County,indiana,11,IN,6699629,0.089114785
18055,26072,0,Greene County,indiana,11,IN,6699629,0.042807146
18057,244307,0,Hamilton County,indiana,11,IN,6699629,0.401123256
18059,59772,0,Hancock County,indiana,11,IN,6699629,0.098138569
18061,31860,0,Harrison County,indiana,11,IN,6699629,0.052310359
18063,127685,0,Hendricks County,indiana,11,IN,6699629,0.209643698
18065,39551,0,Henry County,indiana,11,IN,6699629,0.064938073
18067,66053,0,Howard County,indiana,11,IN,6699629,0.108451229
18069,29405,0,Huntington County,indiana,11,IN,6699629,0.048279539
18071,34443,0,Jackson County,indiana,11,IN,6699629,0.05655134
18073,26745,0,Jasper County,indiana,11,IN,6699629,0.043912133
18075,16135,0,Jay County,indiana,11,IN,6699629,0.026491765
18077,26472,0,Jefferson County,indiana,11,IN,6699629,0.043463899
18079,22048,0,Jennings County,indiana,11,IN,6699629,0.036200213
